type;niveau;categorie;allemand;francais;anglais;exemple_de;exemple_fr;exemple_en
verbe;A2;;danken;remercier;to thank;Ich danke dir für deine Hilfe.;Je te remercie pour ton aide.;I thank you for your help.
verbe;A2;;fotografieren;photographier;to photograph;Sie fotografiert gern alte Häuser.;Elle aime photographier les vieilles maisons.;She likes photographing old houses.
verbe;A2;;frühstücken;prendre le petit-déjeuner;to have breakfast;Wir frühstücken um sieben Uhr.;Nous prenons le petit-déjeuner à sept heures.;We have breakfast at seven.
verbe;A2;;gefallen;plaire;to please, to like;Die Wohnung gefällt mir sehr.;L'appartement me plaît beaucoup.;I like the flat very much.
verbe;A2;;grillen;griller, faire un barbecue;to grill, to barbecue;Im Sommer grillen wir oft im Garten.;En été, nous faisons souvent un barbecue au jardin.;In summer we often barbecue in the garden.
verbe;A2;;holen;aller chercher;to fetch;Ich hole schnell das Brot.;Je vais vite chercher le pain.;I'll quickly fetch the bread.
verbe;A2;;husten;tousser;to cough;Das Kind hustet die ganze Nacht.;L'enfant tousse toute la nuit.;The child coughs all night.
verbe;A2;;kennenlernen;faire la connaissance de;to get to know;Im Kurs lerne ich viele Leute kennen.;Au cours, je fais la connaissance de beaucoup de gens.;In the course I get to know a lot of people.
verbe;A2;;kosten;coûter;to cost;Die Fahrkarte kostet zwölf Euro.;Le billet coûte douze euros.;The ticket costs twelve euros.
verbe;A2;;kriegen;recevoir, avoir (familier);to get;Zum Geburtstag kriege ich ein Fahrrad.;Pour mon anniversaire, je reçois un vélo.;For my birthday I'm getting a bike.
verbe;A2;;kündigen;résilier, démissionner;to cancel, to give notice;Ich kündige meinen Handyvertrag.;Je résilie mon forfait de téléphone.;I'm cancelling my phone contract.
verbe;A2;;notieren;noter;to note down;Ich notiere die Adresse auf einem Zettel.;Je note l'adresse sur un bout de papier.;I note the address on a piece of paper.
verbe;A2;;raten;"conseiller ; deviner";"to advise; to guess";Der Arzt rät mir zu mehr Sport.;Le médecin me conseille de faire plus de sport.;The doctor advises me to do more sport.
verbe;A2;;reden;parler, causer;to talk;Wir reden über das Wetter.;Nous parlons de la météo.;We're talking about the weather.
verbe;A2;;reiten;monter à cheval;to ride (a horse);Meine Schwester reitet jeden Samstag.;Ma sœur monte à cheval tous les samedis.;My sister goes riding every Saturday.
verbe;A2;;schimpfen;gronder, râler;to tell off, to grumble;Der Chef schimpft selten.;Le chef gronde rarement.;The boss rarely tells anyone off.
verbe;A2;;schneien;neiger;to snow;Im Januar schneit es oft.;En janvier, il neige souvent.;It often snows in January.
verbe;A2;;speichern;enregistrer, sauvegarder;to save;Ich speichere die Datei auf dem Computer.;J'enregistre le fichier sur l'ordinateur.;I save the file on the computer.
verbe;A2;;stattfinden;avoir lieu;to take place;Das Konzert findet am Samstag statt.;Le concert a lieu samedi.;The concert takes place on Saturday.
verbe;A2;;unternehmen;entreprendre, faire (quelque chose);to do, to undertake;Am Wochenende unternehmen wir etwas mit den Kindern.;Le week-end, nous faisons quelque chose avec les enfants.;At the weekend we do something with the children.
verbe;A2;;untersuchen;examiner;to examine;Die Ärztin untersucht den Patienten.;La médecin examine le patient.;The doctor examines the patient.
verbe;A2;;versuchen;essayer;to try;Ich versuche es noch einmal.;J'essaie encore une fois.;I'm trying again.
verbe;A2;;wandern;randonner;to hike;Im Sommer wandern wir gern in den Bergen.;En été, nous aimons randonner en montagne.;In summer we like hiking in the mountains.
verbe;A2;;wählen;"choisir ; voter";"to choose; to vote";Ich wähle das Menü mit Fisch.;Je choisis le menu avec du poisson.;I'm choosing the fish menu.
verbe;A2;;zahlen;payer;to pay;Ich zahle mit Karte.;Je paie par carte.;I'm paying by card.
verbe;A2;;zuhören;écouter;to listen to;Die Kinder hören der Lehrerin zu.;Les enfants écoutent la maîtresse.;The children listen to the teacher.
verbe;A2;;übersetzen;traduire;to translate;Sie übersetzt den Brief ins Deutsche.;Elle traduit la lettre en allemand.;She translates the letter into German.
verbe;A2;;aufpassen;faire attention, surveiller;to pay attention, to watch;Pass bitte auf die Kinder auf.;Surveille les enfants, s'il te plaît.;Please keep an eye on the children.
verbe;A2;;aussehen;avoir l'air, sembler;to look, to seem;Du siehst heute müde aus.;Tu as l'air fatigué aujourd'hui.;You look tired today.
verbe;A2;;baden;se baigner, prendre un bain;to bathe, to swim;Im Sommer baden wir im See.;En été, nous nous baignons dans le lac.;In summer we swim in the lake.
verbe;A2;;basteln;bricoler, faire des travaux manuels;to do craftwork;Die Kinder basteln eine Karte für Oma.;Les enfants bricolent une carte pour mamie.;The children are making a card for grandma.
verbe;A2;;benutzen;utiliser;to use;Ich benutze jeden Tag den Bus.;J'utilise le bus tous les jours.;I use the bus every day.
verbe;A2;;braten;faire revenir, frire;to fry, to roast;Ich brate das Fleisch in der Pfanne.;Je fais revenir la viande à la poêle.;I'm frying the meat in the pan.
verbe;A2;;einpacken;emballer, mettre dans la valise;to pack;Ich packe das Geschenk ein.;J'emballe le cadeau.;I'm wrapping the present.
verbe;A2;;heiraten;épouser, se marier;to marry;Im Mai heiraten sie in Wien.;En mai, ils se marient à Vienne.;In May they're getting married in Vienna.
verbe;A2;;joggen;faire du jogging;to jog;Morgens jogge ich im Park.;Le matin, je fais du jogging au parc.;In the morning I jog in the park.
verbe;A2;;schenken;offrir (un cadeau);to give (as a present);Ich schenke ihr ein Buch.;Je lui offre un livre.;I'm giving her a book.
verbe;A2;;surfen;surfer (sur Internet);to surf;Abends surfe ich im Internet.;Le soir, je surfe sur Internet.;In the evening I surf the internet.
verbe;A2;;unterschreiben;signer;to sign;Unterschreiben Sie bitte hier unten.;Signez ici en bas, s'il vous plaît.;Please sign here at the bottom.
verbe;A2;;anmachen;allumer;to switch on;Mach bitte das Licht an.;Allume la lumière, s'il te plaît.;Please switch the light on.
verbe;A2;;auspacken;déballer;to unpack;Die Kinder packen die Geschenke aus.;Les enfants déballent les cadeaux.;The children unwrap the presents.
verbe;A2;;austragen;distribuer (à domicile);to deliver (door to door);Er trägt morgens Zeitungen aus.;Le matin, il distribue des journaux.;In the morning he delivers newspapers.
verbe;A2;;renovieren;rénover, refaire;to renovate;Wir renovieren die Küche selbst.;Nous rénovons la cuisine nous-mêmes.;We're renovating the kitchen ourselves.
verbe;A2;;wünschen;souhaiter;to wish;Ich wünsche dir einen schönen Tag.;Je te souhaite une belle journée.;I wish you a nice day.
verbe;B1;;behaupten;prétendre, affirmer;to claim, to assert;Er behauptet seine Unschuld.;Il affirme son innocence.;He claims his innocence.
verbe;B1;;betonen;souligner;to emphasize;Der Chef betont die Wichtigkeit des Projekts.;Le patron souligne l'importance du projet.;The boss emphasizes the importance of the project.
verbe;B1;;bewerten;évaluer;to evaluate, to rate;Der Lehrer bewertet die Prüfung.;Le professeur évalue l'examen.;The teacher is grading the exam.
verbe;B1;;überzeugen;convaincre;to convince;Das Argument überzeugt mich von seinem Plan.;L'argument me convainc de son plan.;The argument convinces me of his plan.
verbe;B1;;überraschen;surprendre;to surprise;Die Nachricht überrascht mich.;La nouvelle me surprend.;The news surprises me.
verbe;B1;;gestehen;avouer;to confess;Ich gestehe dir meinen Fehler.;Je t'avoue mon erreur.;I confess my mistake to you.
verbe;B1;;zugeben;admettre;to admit;Ich gebe meinen Fehler zu.;J'admets mon erreur.;I admit my mistake.
verbe;B1;;vermuten;supposer;to suppose, to suspect;Ich vermute einen Fehler.;Je suppose une erreur.;I suspect a mistake.
verbe;B1;;bezweifeln;douter de;to doubt;Ich bezweifle seine Worte.;Je doute de ses paroles.;I doubt his words.
verbe;B1;;unterstützen;soutenir;to support;Meine Familie unterstützt mich sehr.;Ma famille me soutient beaucoup.;My family supports me a lot.
verbe;B1;;ablehnen;refuser;to reject, to refuse;Ich lehne das Angebot ab.;Je refuse l'offre.;I'm rejecting the offer.
verbe;B1;;akzeptieren;accepter;to accept;Ich akzeptiere deine Entscheidung.;J'accepte ta décision.;I accept your decision.
verbe;B1;;respektieren;respecter;to respect;Ich respektiere deine Meinung.;Je respecte ton avis.;I respect your opinion.
verbe;B1;;sich einigen;se mettre d'accord;to agree, to come to an agreement;Wir einigen uns auf einen Preis.;Nous nous mettons d'accord sur un prix.;We're agreeing on a price.
verbe;B1;;verhandeln;négocier;to negotiate;Wir verhandeln über den Preis.;Nous négocions le prix.;We're negotiating the price.
verbe;B1;;sich auseinandersetzen;se confronter à, examiner (mit);to deal with, to engage with;Ich setze mich mit dem Thema auseinander.;Je me penche sur le sujet.;I'm engaging with the topic.
verbe;B1;;sich widmen;se consacrer;to devote oneself to;Ich widme mich meiner Arbeit.;Je me consacre à mon travail.;I devote myself to my work.
verbe;B1;;teilnehmen;participer (an);to participate;Ich nehme an dem Kurs teil.;Je participe au cours.;I'm participating in the course.
verbe;B1;;mitteilen;communiquer, informer;to communicate, to inform;Ich teile dir das Ergebnis mit.;Je te communique le résultat.;I'm telling you the result.
verbe;B1;;benachrichtigen;avertir, notifier;to notify;Ich benachrichtige dich sofort.;Je t'avertis tout de suite.;I'll notify you right away.
verbe;B1;;vorschlagen;proposer;to suggest, to propose;Ich schlage dir einen anderen Termin vor.;Je te propose un autre rendez-vous.;I suggest another appointment to you.
verbe;B1;;zustimmen;être d'accord, approuver;to agree, to approve;Ich stimme deinem Vorschlag zu.;J'approuve ta proposition.;I agree with your proposal.
verbe;B1;;sich entschließen;se décider (de façon réfléchie);to decide, to resolve;Ich entschließe mich zum Umzug.;Je me décide pour le déménagement.;I decide on the move.
verbe;B1;;verfügen;disposer de (über);to have at one's disposal;Ich verfüge über genug Erfahrung.;Je dispose de suffisamment d'expérience.;I have enough experience.
verbe;B1;;beitragen;contribuer à (zu);to contribute;Jeder trägt zum Erfolg bei.;Chacun contribue au succès.;Everyone contributes to the success.
verbe;B1;;sich bemühen;s'efforcer;to make an effort, to try hard;Ich bemühe mich um Pünktlichkeit.;Je m'efforce d'être ponctuel.;I try hard to be punctual.
verbe;B1;;sich anstrengen;faire des efforts;to make an effort;Ich strenge mich für die Prüfung an.;Je fais des efforts pour l'examen.;I'm making an effort for the exam.
verbe;B1;;sich auswirken;avoir un effet sur (auf);to have an effect on;Das wirkt sich negativ auf die Umwelt aus.;Ça a un effet négatif sur l'environnement.;That has a negative effect on the environment.
verbe;B1;;ändern;changer (quelque chose);to change (something);Ich ändere meine Pläne.;Je change mes plans.;I'm changing my plans.
verbe;B1;;sich verhalten;se comporter;to behave;Er verhält sich seltsam.;Il se comporte bizarrement.;He's behaving strangely.
verbe;B1;;sich befinden;se trouver;to be located;Das Museum befindet sich im Zentrum.;Le musée se trouve dans le centre.;The museum is located in the center.
verbe;B1;;empfinden;ressentir (un sentiment);to feel (an emotion);Ich empfinde große Freude.;Je ressens une grande joie.;I feel great joy.
verbe;B1;;sich äußern;s'exprimer;to express oneself;Ich äußere mich dazu nicht.;Je ne m'exprime pas là-dessus.;I won't comment on that.
verbe;B1;;verzeihen;pardonner;to forgive;Ich verzeihe dir.;Je te pardonne.;I forgive you.
verbe;B1;;andeuten;suggérer, laisser entendre;to hint at, to suggest;Er deutet ein Problem an.;Il laisse entendre un problème.;He's hinting at a problem.
verbe;B1;;vertrauen;faire confiance;to trust;Ich vertraue dir völlig.;Je te fais entièrement confiance.;I trust you completely.
verbe;B1;;misstrauen;se méfier;to distrust;Ich misstraue diesem Angebot.;Je me méfie de cette offre.;I distrust this offer.
verbe;B1;;sich sorgen;s'inquiéter (um);to worry;Ich sorge mich um deine Gesundheit.;Je m'inquiète pour ta santé.;I worry about your health.
verbe;B1;;sich beschäftigen;s'occuper de (mit);to occupy oneself with;Ich beschäftige mich mit dem Thema.;Je m'occupe du sujet.;I'm dealing with the topic.
verbe;B1;;verhindern;empêcher;to prevent;Ich verhindere das Schlimmste.;J'empêche le pire.;I'm preventing the worst.
verbe;B1;;ermitteln;déterminer, enquêter;to investigate, to determine;Die Polizei ermittelt die Ursache.;La police détermine la cause.;The police determine the cause.
verbe;B1;;überwinden;surmonter;to overcome;Ich überwinde meine Angst.;Je surmonte ma peur.;I'm overcoming my fear.
verbe;B1;;sich anpassen;s'adapter (an);to adapt;Ich passe mich schnell an die Situation an.;Je m'adapte rapidement à la situation.;I quickly adapt to the situation.
verbe;B1;;sich verlassen;compter sur (auf);to rely on;Ich verlasse mich auf dich.;Je compte sur toi.;I rely on you.
verbe;B1;;abschließen;conclure, terminer;to conclude, to finish;Ich schließe das Studium bald ab.;Je termine bientôt mes études.;I'm finishing my studies soon.
verbe;B1;;zusammenfassen;résumer;to summarize;Ich fasse den Text kurz zusammen.;Je résume brièvement le texte.;I'm briefly summarizing the text.
verbe;B1;;sich erholen;se remettre, récupérer;to recover;Ich erhole mich am Wochenende.;Je récupère le week-end.;I recover on the weekend.
verbe;B1;;sich irren;se tromper;to be mistaken;Ich irre mich selten.;Je me trompe rarement.;I'm rarely mistaken.
verbe;B1;;sich engagieren;s'engager;to get involved;Ich engagiere mich für den Umweltschutz.;Je m'engage pour la protection de l'environnement.;I'm involved in environmental protection.
verbe;B1;;sich orientieren;s'orienter;to orient oneself;Ich orientiere mich an der Karte.;Je m'oriente avec la carte.;I orient myself with the map.
verbe;B1;;verschmutzen;polluer;to pollute;Die Fabrik verschmutzt den Fluss.;L'usine pollue la rivière.;The factory pollutes the river.
verbe;B1;;recyceln;recycler;to recycle;Wir recyceln unseren Müll.;Nous recyclons nos déchets.;We recycle our trash.
verbe;B1;;verbrauchen;consommer;to consume;Das Auto verbraucht viel Benzin.;La voiture consomme beaucoup d'essence.;The car uses a lot of gas.
verbe;B1;;erzeugen;produire, générer;to produce, to generate;Die Anlage erzeugt Strom.;L'installation produit de l'électricité.;The plant generates electricity.
verbe;B1;;vermarkten;commercialiser;to market;Die Firma vermarktet das neue Produkt.;L'entreprise commercialise le nouveau produit.;The company is marketing the new product.
verbe;B1;;produzieren;produire;to produce;Die Firma produziert Autos.;L'entreprise produit des voitures.;The company produces cars.
verbe;B1;;liefern;livrer;to deliver;Der Laden liefert mir die Ware.;Le magasin me livre la marchandise.;The store delivers the goods to me.
verbe;B1;;exportieren;exporter;to export;Deutschland exportiert viele Maschinen.;L'Allemagne exporte beaucoup de machines.;Germany exports many machines.
verbe;B1;;importieren;importer;to import;Wir importieren Kaffee aus Brasilien.;Nous importons du café du Brésil.;We import coffee from Brazil.
verbe;B1;;konsumieren;consommer;to consume;Wir konsumieren zu viel Zucker.;Nous consommons trop de sucre.;We consume too much sugar.
verbe;B1;;finanzieren;financer;to finance;Die Bank finanziert das Projekt.;La banque finance le projet.;The bank finances the project.
verbe;B1;;sich verschulden;s'endetter;to get into debt;Viele Studenten verschulden sich bei der Bank.;Beaucoup d'étudiants s'endettent auprès de la banque.;Many students go into debt with the bank.
verbe;B1;;anlegen;investir, placer (de l'argent);to invest, to place (money);Ich lege mein Geld in Aktien an.;Je place mon argent en actions.;I invest my money in stocks.
