niveau;infinitif;traduction;regime;preposition;sans_complement;reflechi;temps;phrase_de;phrase_fr;phrase_en
B1;liefern;livrer;Akkusativ+Dativ;;;;Präteritum;Er lieferte ihr das Paket persönlich.;Il lui a livré le colis en personne.;He personally delivered the package to her.
B1;liefern;livrer;Akkusativ+Dativ;;;;Konjunktiv II;Ich würde dir das gern liefern.;Je te le livrerais volontiers.;I would gladly deliver that to you.
B1;exportieren;exporter;Akkusativ;;;;Präsens;Deutschland exportiert viele Maschinen.;L'Allemagne exporte beaucoup de machines.;Germany exports many machines.
B1;exportieren;exporter;Akkusativ;;;;Perfekt;Wir haben Maschinen nach Asien exportiert.;Nous avons exporté des machines en Asie.;We exported machines to Asia.
B1;exportieren;exporter;Akkusativ;;;;Präteritum;Die Firma exportierte Wein.;L'entreprise exportait du vin.;The company exported wine.
B1;exportieren;exporter;Akkusativ;;;;Konjunktiv II;Wir würden gern mehr Maschinen exportieren.;Nous aimerions exporter plus de machines.;We would like to export more machines.
B1;importieren;importer;Akkusativ;;;;Präsens;Wir importieren Kaffee aus Brasilien.;Nous importons du café du Brésil.;We import coffee from Brazil.
B1;importieren;importer;Akkusativ;;;;Perfekt;Sie haben viel Obst importiert.;Ils ont importé beaucoup de fruits.;They imported a lot of fruit.
B1;importieren;importer;Akkusativ;;;;Präteritum;Das Land importierte Öl.;Le pays importait du pétrole.;The country imported oil.
B1;importieren;importer;Akkusativ;;;;Konjunktiv II;Wir würden das nicht importieren.;Nous n'importerions pas ça.;We wouldn't import that.
B1;konsumieren;consommer;Akkusativ;;;;Präsens;Wir konsumieren zu viel Zucker.;Nous consommons trop de sucre.;We consume too much sugar.
B1;konsumieren;consommer;Akkusativ;;;;Perfekt;Er hat kaum Fleisch konsumiert.;Il a à peine consommé de viande.;He hardly consumed any meat.
B1;konsumieren;consommer;Akkusativ;;;;Präteritum;Sie konsumierten wenig Medien.;Ils consommaient peu de médias.;They consumed little media.
B1;konsumieren;consommer;Akkusativ;;;;Konjunktiv II;Ich würde das nicht konsumieren.;Je ne consommerais pas ça.;I wouldn't consume that.
B1;finanzieren;financer;Akkusativ;;;;Präsens;Die Bank finanziert das Projekt.;La banque finance le projet.;The bank finances the project.
B1;finanzieren;financer;Akkusativ;;;;Perfekt;Meine Eltern haben das Studium finanziert.;Mes parents ont financé les études.;My parents financed the studies.
B1;finanzieren;financer;Akkusativ;;;;Präteritum;Der Staat finanzierte die Schule.;L'État finançait l'école.;The state financed the school.
B1;finanzieren;financer;Akkusativ;;;;Konjunktiv II;Ich würde das gern finanzieren.;J'aimerais bien financer ça.;I would like to finance that.
B1;sich verschulden;s'endetter;;bei + Dativ;;oui;Präsens;Viele Studenten verschulden sich bei der Bank.;Beaucoup d'étudiants s'endettent auprès de la banque.;Many students go into debt with the bank.
B1;sich verschulden;s'endetter;;bei + Dativ;;oui;Perfekt;Er hat sich stark verschuldet.;Il s'est fortement endetté.;He got heavily into debt.
B1;sich verschulden;s'endetter;;bei + Dativ;;oui;Präteritum;Sie verschuldete sich für das Haus.;Elle s'endettait pour la maison.;She got into debt for the house.
B1;sich verschulden;s'endetter;;bei + Dativ;;oui;Konjunktiv II;Ich würde mich nicht verschulden.;Je ne m'endetterais pas.;I wouldn't get into debt.
B1;anlegen;investir, placer (de l'argent);Akkusativ;;;;Präsens;Ich lege mein Geld in Aktien an.;Je place mon argent en actions.;I invest my money in stocks.
B1;anlegen;investir, placer (de l'argent);Akkusativ;;;;Perfekt;Sie hat ihr Erspartes gut angelegt.;Elle a bien placé ses économies.;She invested her savings well.
B1;anlegen;investir, placer (de l'argent);Akkusativ;;;;Präteritum;Er legte sein Geld sicher an.;Il plaçait son argent de façon sûre.;He invested his money safely.
B1;anlegen;investir, placer (de l'argent);Akkusativ;;;;Konjunktiv II;Ich würde das Geld anders anlegen.;Je placerais l'argent autrement.;I would invest the money differently.
B1;verwalten;gérer;Akkusativ;;;;Präsens;Er verwaltet das Budget.;Il gère le budget.;He manages the budget.
B1;verwalten;gérer;Akkusativ;;;;Perfekt;Sie hat die Firma gut verwaltet.;Elle a bien géré l'entreprise.;She managed the company well.
B1;verwalten;gérer;Akkusativ;;;;Präteritum;Er verwaltete das Vermögen der Familie.;Il gérait le patrimoine de la famille.;He managed the family's assets.
B1;verwalten;gérer;Akkusativ;;;;Konjunktiv II;Ich würde das Geld verwalten.;Je gérerais l'argent.;I would manage the money.
B1;beaufsichtigen;superviser;Akkusativ;;;;Präsens;Sie beaufsichtigt die Kinder im Pool.;Elle surveille les enfants à la piscine.;She supervises the children in the pool.
B1;beaufsichtigen;superviser;Akkusativ;;;;Perfekt;Er hat die Bauarbeiten beaufsichtigt.;Il a supervisé les travaux.;He supervised the construction work.
B1;beaufsichtigen;superviser;Akkusativ;;;;Präteritum;Sie beaufsichtigte die Prüfung.;Elle surveillait l'examen.;She supervised the exam.
B1;beaufsichtigen;superviser;Akkusativ;;;;Konjunktiv II;Ich würde das beaufsichtigen.;Je superviserais ça.;I would supervise that.
B1;delegieren;déléguer;Akkusativ;;;;Präsens;Der Chef delegiert Aufgaben.;Le patron délègue des tâches.;The boss delegates tasks.
B1;delegieren;déléguer;Akkusativ;;;;Perfekt;Sie hat die Arbeit delegiert.;Elle a délégué le travail.;She delegated the work.
B1;delegieren;déléguer;Akkusativ;;;;Präteritum;Er delegierte viel Verantwortung.;Il déléguait beaucoup de responsabilité.;He delegated a lot of responsibility.
B1;delegieren;déléguer;Akkusativ;;;;Konjunktiv II;Ich würde das delegieren.;Je déléguerais ça.;I would delegate that.
B1;koordinieren;coordonner;Akkusativ;;;;Präsens;Sie koordiniert das Team.;Elle coordonne l'équipe.;She coordinates the team.
B1;koordinieren;coordonner;Akkusativ;;;;Perfekt;Wir haben das Projekt gut koordiniert.;Nous avons bien coordonné le projet.;We coordinated the project well.
B1;koordinieren;coordonner;Akkusativ;;;;Präteritum;Er koordinierte die Termine.;Il coordonnait les rendez-vous.;He coordinated the appointments.
B1;koordinieren;coordonner;Akkusativ;;;;Konjunktiv II;Ich würde das besser koordinieren.;Je coordonnerais ça mieux.;I would coordinate that better.
B1;durchführen;réaliser, mettre en œuvre;Akkusativ;;;;Präsens;Wir führen eine Umfrage durch.;Nous réalisons une enquête.;We're carrying out a survey.
B1;durchführen;réaliser, mettre en œuvre;Akkusativ;;;;Perfekt;Sie haben die Studie durchgeführt.;Ils ont réalisé l'étude.;They carried out the study.
B1;durchführen;réaliser, mettre en œuvre;Akkusativ;;;;Präteritum;Er führte das Experiment durch.;Il a réalisé l'expérience.;He carried out the experiment.
B1;durchführen;réaliser, mettre en œuvre;Akkusativ;;;;Konjunktiv II;Ich würde das gern durchführen.;J'aimerais bien mener ça à bien.;I would like to carry that out.
B1;umsetzen;mettre en œuvre;Akkusativ;;;;Präsens;Wir setzen die Idee um.;Nous mettons l'idée en œuvre.;We're implementing the idea.
B1;umsetzen;mettre en œuvre;Akkusativ;;;;Perfekt;Sie haben den Plan umgesetzt.;Ils ont mis en œuvre le plan.;They implemented the plan.
B1;umsetzen;mettre en œuvre;Akkusativ;;;;Präteritum;Er setzte die Reform um.;Il mettait en œuvre la réforme.;He implemented the reform.
B1;umsetzen;mettre en œuvre;Akkusativ;;;;Konjunktiv II;Ich würde das sofort umsetzen.;Je le mettrais en œuvre tout de suite.;I would implement that right away.
B1;verwirklichen;concrétiser, réaliser (un rêve, un projet);Akkusativ;;;;Präsens;Ich verwirkliche meinen Traum.;Je réalise mon rêve.;I'm making my dream come true.
B1;verwirklichen;concrétiser, réaliser (un rêve, un projet);Akkusativ;;;;Perfekt;Sie hat ihr Ziel verwirklicht.;Elle a réalisé son objectif.;She realized her goal.
B1;verwirklichen;concrétiser, réaliser (un rêve, un projet);Akkusativ;;;;Präteritum;Er verwirklichte seinen Plan.;Il a réalisé son plan.;He carried out his plan.
B1;verwirklichen;concrétiser, réaliser (un rêve, un projet);Akkusativ;;;;Konjunktiv II;Ich würde das gern verwirklichen.;J'aimerais bien concrétiser ça.;I would like to make that happen.
B1;scheitern;échouer;;an + Dativ;;;Präsens;Das Projekt scheitert oft an Geldmangel.;Le projet échoue souvent par manque d'argent.;The project often fails due to lack of money.
B1;scheitern;échouer;;an + Dativ;;;Perfekt;Der Plan ist an Geldmangel gescheitert.;Le plan a échoué faute d'argent.;The plan failed due to lack of money.
B1;scheitern;échouer;;an + Dativ;;;Präteritum;Die Verhandlung scheiterte an den Kosten.;La négociation a échoué à cause des coûts.;The negotiation failed due to the costs.
B1;scheitern;échouer;;an + Dativ;;;Konjunktiv II;Das würde bestimmt an den Kosten scheitern.;Cela échouerait certainement à cause des coûts.;That would surely fail due to the costs.
B1;versagen;échouer, faillir;;;oui;;Präsens;Die Bremsen versagen manchmal.;Les freins lâchent parfois.;The brakes sometimes fail.
B1;versagen;échouer, faillir;;;oui;;Perfekt;Er hat unter Druck versagt.;Il a failli sous la pression.;He failed under pressure.
B1;versagen;échouer, faillir;;;oui;;Präteritum;Die Technik versagte plötzlich.;La technique a lâché soudainement.;The technology suddenly failed.
B1;versagen;échouer, faillir;;;oui;;Konjunktiv II;Ich würde nicht versagen.;Je n'échouerais pas.;I wouldn't fail.
B1;bewältigen;surmonter, gérer (une tâche);Akkusativ;;;;Präsens;Ich bewältige den Stress gut.;Je gère bien le stress.;I cope well with stress.
B1;bewältigen;surmonter, gérer (une tâche);Akkusativ;;;;Perfekt;Sie hat die Krise bewältigt.;Elle a surmonté la crise.;She overcame the crisis.
B1;bewältigen;surmonter, gérer (une tâche);Akkusativ;;;;Präteritum;Er bewältigte die Aufgabe allein.;Il gérait la tâche seul.;He managed the task alone.
B1;bewältigen;surmonter, gérer (une tâche);Akkusativ;;;;Konjunktiv II;Ich würde das gut bewältigen.;Je gérerais bien ça.;I would manage that well.
B1;beheben;résoudre (un problème);Akkusativ;;;;Präsens;Der Techniker behebt den Fehler.;Le technicien résout l'erreur.;The technician fixes the error.
B1;beheben;résoudre (un problème);Akkusativ;;;;Perfekt;Wir haben das Problem behoben.;Nous avons résolu le problème.;We fixed the problem.
B1;beheben;résoudre (un problème);Akkusativ;;;;Präteritum;Sie behob den Schaden schnell.;Elle résolvait rapidement le dommage.;She fixed the damage quickly.
B1;beheben;résoudre (un problème);Akkusativ;;;;Konjunktiv II;Ich würde das sofort beheben.;Je résoudrais ça tout de suite.;I would fix that right away.
B1;verursachen;causer;Akkusativ;;;;Präsens;Der Stau verursacht Verspätungen.;Le bouchon cause des retards.;The traffic jam causes delays.
B1;verursachen;causer;Akkusativ;;;;Perfekt;Der Unfall hat großen Schaden verursacht.;L'accident a causé de gros dégâts.;The accident caused great damage.
B1;verursachen;causer;Akkusativ;;;;Präteritum;Der Sturm verursachte Schäden.;La tempête causait des dégâts.;The storm caused damage.
B1;verursachen;causer;Akkusativ;;;;Konjunktiv II;Das würde Probleme verursachen.;Ça causerait des problèmes.;That would cause problems.
B1;auslösen;déclencher;Akkusativ;;;;Präsens;Der Rauch löst den Alarm aus.;La fumée déclenche l'alarme.;The smoke triggers the alarm.
B1;auslösen;déclencher;Akkusativ;;;;Perfekt;Die Nachricht hat Panik ausgelöst.;La nouvelle a déclenché la panique.;The news triggered panic.
B1;auslösen;déclencher;Akkusativ;;;;Präteritum;Der Vorfall löste eine Debatte aus.;L'incident déclenchait un débat.;The incident triggered a debate.
B1;auslösen;déclencher;Akkusativ;;;;Konjunktiv II;Das würde eine Krise auslösen.;Ça déclencherait une crise.;That would trigger a crisis.
B1;hervorrufen;provoquer;Akkusativ;;;;Präsens;Der Film ruft starke Gefühle hervor.;Le film provoque de fortes émotions.;The movie evokes strong feelings.
B1;hervorrufen;provoquer;Akkusativ;;;;Perfekt;Das hat große Aufregung hervorgerufen.;Ça a provoqué une grande agitation.;That caused great excitement.
B1;hervorrufen;provoquer;Akkusativ;;;;Präteritum;Die Rede rief Kritik hervor.;Le discours provoquait des critiques.;The speech provoked criticism.
B1;hervorrufen;provoquer;Akkusativ;;;;Konjunktiv II;Das würde Verwirrung hervorrufen.;Ça provoquerait de la confusion.;That would cause confusion.
B1;resultieren;résulter (aus);;aus + Dativ;;;Präsens;Der Erfolg resultiert aus harter Arbeit.;Le succès résulte d'un travail acharné.;Success results from hard work.
B1;resultieren;résulter (aus);;aus + Dativ;;;Perfekt;Das Problem hat aus einem Missverständnis resultiert.;Le problème résultait d'un malentendu.;The problem resulted from a misunderstanding.
B1;resultieren;résulter (aus);;aus + Dativ;;;Präteritum;Der Fehler resultierte aus Zeitdruck.;L'erreur résultait de la pression du temps.;The mistake resulted from time pressure.
B1;resultieren;résulter (aus);;aus + Dativ;;;Konjunktiv II;Das würde daraus resultieren.;Ça en résulterait.;That would result from it.
B1;führen;mener à, conduire (zu);;zu + Dativ;;;Präsens;Der Weg führt zum Bahnhof.;Le chemin mène à la gare.;The path leads to the station.
B1;führen;mener à, conduire (zu);;zu + Dativ;;;Perfekt;Das hat zu einem Streit geführt.;Ça a mené à une dispute.;That led to an argument.
B1;führen;mener à, conduire (zu);;zu + Dativ;;;Präteritum;Die Entscheidung führte zu Problemen.;La décision menait à des problèmes.;The decision led to problems.
B1;führen;mener à, conduire (zu);;zu + Dativ;;;Konjunktiv II;Das würde zu nichts führen.;Ça ne mènerait à rien.;That wouldn't lead anywhere.
B1;begründen;justifier, fonder;Akkusativ;;;;Präsens;Ich begründe meine Entscheidung.;Je justifie ma décision.;I'm justifying my decision.
B1;begründen;justifier, fonder;Akkusativ;;;;Perfekt;Er hat seine Meinung gut begründet.;Il a bien justifié son avis.;He justified his opinion well.
B1;begründen;justifier, fonder;Akkusativ;;;;Präteritum;Sie begründete den Antrag ausführlich.;Elle justifiait la demande en détail.;She justified the request in detail.
B1;begründen;justifier, fonder;Akkusativ;;;;Konjunktiv II;Ich würde das anders begründen.;Je le justifierais autrement.;I would justify that differently.
B1;rechtfertigen;justifier;Akkusativ;;;;Präsens;Er rechtfertigt sein Verhalten.;Il justifie son comportement.;He's justifying his behavior.
B1;rechtfertigen;justifier;Akkusativ;;;;Perfekt;Sie hat ihr Verhalten gerechtfertigt.;Elle a justifié son comportement.;She justified her behavior.
B1;rechtfertigen;justifier;Akkusativ;;;;Präteritum;Er rechtfertigte seine Entscheidung nicht.;Il ne justifiait pas sa décision.;He didn't justify his decision.
B1;rechtfertigen;justifier;Akkusativ;;;;Konjunktiv II;Ich würde das nicht rechtfertigen.;Je ne justifierais pas ça.;I wouldn't justify that.
B1;widerlegen;réfuter;Akkusativ;;;;Präsens;Ich widerlege dieses Argument.;Je réfute cet argument.;I'm refuting this argument.
B1;widerlegen;réfuter;Akkusativ;;;;Perfekt;Sie hat die Theorie widerlegt.;Elle a réfuté la théorie.;She refuted the theory.
B1;widerlegen;réfuter;Akkusativ;;;;Präteritum;Er widerlegte den Vorwurf.;Il réfutait l'accusation.;He refuted the accusation.
B1;widerlegen;réfuter;Akkusativ;;;;Konjunktiv II;Ich würde das leicht widerlegen.;Je réfuterais ça facilement.;I would easily refute that.
B1;beweisen;prouver;Akkusativ+Dativ;;;;Präsens;Ich beweise dir meine Unschuld.;Je te prouve mon innocence.;I prove my innocence to you.
B1;beweisen;prouver;Akkusativ+Dativ;;;;Perfekt;Er hat uns seine Fähigkeit bewiesen.;Il nous a prouvé sa capacité.;He proved his ability to us.
B1;beweisen;prouver;Akkusativ+Dativ;;;;Präteritum;Sie bewies uns großen Mut.;Elle nous a montré un grand courage.;She showed us great courage.
B1;beweisen;prouver;Akkusativ+Dativ;;;;Konjunktiv II;Ich würde dir das beweisen können.;Je pourrais te le prouver.;I would be able to prove that to you.
B1;nachweisen;démontrer, prouver;Akkusativ+Dativ;;;;Präsens;Die Studie weist uns den Effekt nach.;L'étude nous démontre l'effet.;The study demonstrates the effect to us.
B1;nachweisen;démontrer, prouver;Akkusativ+Dativ;;;;Perfekt;Man hat ihm den Betrug nachgewiesen.;On lui a prouvé la fraude.;They proved the fraud against him.
B1;nachweisen;démontrer, prouver;Akkusativ+Dativ;;;;Präteritum;Die Untersuchung wies ihm den Fehler nach.;L'enquête lui a prouvé l'erreur.;The investigation proved the mistake against him.
B1;nachweisen;démontrer, prouver;Akkusativ+Dativ;;;;Konjunktiv II;Ich würde ihm das nachweisen können.;Je pourrais le lui prouver.;I would be able to prove that against him.
